name,birth_year,death_year,gender,nationality,placeofbirth,placeofdeath
Gotthardt Kuehl,1850,1915,M,DE,Lubeck,Dresden
Max Kurzweil,1867,1916,M,AT,Moravia,Vienna
Christian Adam Landenberger,1862,1927,M,DE,Ebingen,Stuttgart
Walter Leistikow,1865,1908,M,DE,Bydgoszcz,Berlin
Reinhold Lepsius,1857,1922,M,DE,Berlin,Berlin
Sabine Lepsius,1864,1942,F,DE,Berlin,Bayreuth
Adolfo Levier,1873,1953,M,IT,Trieste,Trieste
Helmuth Liesegang,1858,1945,M,DE,Duisburg,Leipzig
Heinrich Eduard Linde-Walther,1868,1939,M,DE,Lubeck,Travemünde
Adolf Luntz,1875,1924,M,AT,Vienna,Karlsruhe
Fritz Mackensen,1866,1953,M,DE,Greene,Bremen
Bruno Marquardt,1878,1916,M,DE,Berlin,Verdun-sur-Meuse
Carl Moll,1861,1945,M,AT,Vienna,Vienna
Hermann Münchhausen,1875,1947,M,DE,Brzeg,Berlin
Rudolf Nissl,1870,1955,M,DE,Fügen,Munich
Ernst Oppler,1867,1929,M,DE,Hanover,Berlin
Fritz Overbeck,1869,1909,M,DE,Bremen,Vegesack
Richard Pietzsch,1872,1960,M,DE,Blasewitz,Munich
Hermann Pleuer,1863,1911,M,DE,Schwäbisch Gmünd,Stuttgart
Emil Pottner,1872,1942,M,DE,Salzburg,Minsk
Heine Rath,1873,1920,M,DE,Berlin,Stuttgart
Heinrich Reifferscheid,1872,1945,M,DE,Breslau,Niederdollendorf
"Otto, the younger Reiniger",1863,1909,M,DE,Stuttgart,Korntal-Münchingen
Fritz Rhein,1873,1948,M,DE,Stettin,Freckenhorst
Rudolf Riemerschmid,1873,1953,M,DE,Munich,Munich
Georg Sauter,1866,1937,M,DE,Markt Rettenbach,Brannenburg
Alexander Schmidt-Michelsen,1859,1908,M,DE,Leipzig,Leipzig
Maria Slavona,1865,1931,F,DE,Lubeck,Berlin
Otto Sohn-Rethel,1877,1949,M,DE,Dusseldorf,Anacapri
Eugen Spiro,1874,1972,M,DE,Breslau,New York
Toni von Stadler,1850,1917,M,AT,Göllersdorf,Munich
Robert Hermann Sterl,1867,1932,M,DE,Großdobritz,Naundorf (Struppen)
Ulrich Hübner,1872,1932,M,DE,Berlin,Neubabelsberg
George Mosson,1851,1933,M,DE,Aix-en-Provence,Berlin
Theresia Elisa van Hall,1872,1931,F,NL,Utrecht,Amsterdam
Pierre Abattuci,1871,1942,M,BE,Molenbeek-Saint-Jean,Ixelles
Charles Bonaugure,1880,1947,M,BE,Mechelen,Mechelen
Marnix d' Haveloose,1885,1973,M,BE,Maldegem,Brussels
Anne-Pierre de Kat,1881,1968,M,BE,Delft,La Frette-sur-Seine
Theo Blickx,1875,1963,M,BE,Mechelen,Mechelen
Nand Buyle,1872,1950,M,BE,Roubaix,Watermaal-Bosvoorde
Edgar Bytebier,1875,1940,M,BE,Ghent,Dilbeek
Félix Constant,1865,1924,M,BE,Brussels,Brussels
Francois Gailliard,1861,1932,M,BE,Brussels,Saint-Gilles
François Joseph Clement Halkett,1856,1921,M,BE,Brussels,Ixelles
Adolphe Keller,1880,1968,M,BE,Brussels,Brussels
Henri Roidot,1877,1960,M,BE,Anderlecht,Linkebeek
Jules Rullens,1858,1936,M,BE,Ghent,Woluwe-Saint-Lambert
Louis Taverne,1859,1934,M,BE,Brussels,Saint-Gilles
Frans van Damme,1858,1925,M,BE,Hamme,Brussels
Hubert van den Bossche,1874,1957,M,BE,Ninove,Linkebeek
Clément de Porre,1874,1947,M,BE,Ghent,Ledeberg (Ghent)
Léon de Smet,1881,1966,M,BE,Ghent,Deurle
Jehan Frison,1882,1961,M,BE,Brussels,Linkebeek
Richard Heintz,1871,1929,M,BE,Vottem,Syria
Marcel Jefferys,1872,1924,M,BE,Milan,Ixelles
William Jelley,1856,1932,M,BE,Brussels,Anderlecht
Aloys Hugonnet,1879,1938,M,CH,Morges,Lausanne
Henri Louis Philippe Le Roux,1872,1942,M,BE,Châtelet,Brussels
Fernand Lantoine,1876,1955,M,FR,Maretz,Brussels
Raoul Martinez,1876,1973,M,NL,Cuba,Neuilly-sur-Seine
Auguste Oleffe,1867,1931,M,BE,Brussels,Brussels
Louis Albert Roessingh,1873,1951,M,NL,Assen,Antwerp
Pierre Paulus,1881,1959,M,BE,Châtelet,Saint-Gilles
Emile Rommelaere,1873,1961,M,BE,Bruges,Westkapelle
Charles Theunissen,1871,1948,M,BE,As,Watermaal-Bosvoorde
"Alphonse van, Jr. Beurden",1878,1962,M,BE,Antwerp,Antwerp
Marten Van Der Loo,1880,1920,M,BE,Mortsel,Antwerp
Constant van Offel,1885,1924,M,BE,Antwerp,Brussels
Tony van Os,1886,1945,M,BE,Antwerp,Temse
Wilhelm Altheim,1871,1914,M,DE,Groß-Gerau,Frankfurt am Main
Maximilien Luce,1858,1941,M,FR,Paris,Paris
Eva Stort,1855,1936,F,DE,Berlin,Berlin
Carl Strathmann,1866,1939,M,DE,Dusseldorf,Munich
Max Arthur Stremel,1859,1928,M,DE,Zittau,Ulm
Hans Thoma,1839,1924,M,DE,Bernau im Schwarzwald,Karlsruhe
Charles Tooby,1863,1913,M,GB,London,London
Wilhelm Trübner,1851,1917,M,DE,Heidelberg,Karlsruhe
Alice Trübner,1875,1916,F,DE,Bradford,Berlin
Kurt Tuch,1877,1963,M,DE,Leipzig,Muri
Hans Richard von Volkmann,1860,1927,M,DE,Halle,Halle
Karl Walser,1877,1943,M,CH,Teufen,Zurich
Emil Rudolf Weiss,1875,1942,M,DE,Lahr,Meersburg
Hans Beatus Wieland,1867,1945,M,CH,Gallusberg bei Mörschwil,Kriens
Heinrich von Zügel,1850,1941,M,DE,Murrhardt,Munich
Benno Becker,1860,1938,M,DE,Memel,Munich
Franz Christophe,1875,1946,M,DE,Vienna,Berlin
Gerhard Janssen,1863,1931,M,DE,Kalkar,Dusseldorf
Julius Klinger,1876,1942,M,AT,Vienna,Minsk
Waldemar Rösler,1882,1916,M,DE,Striesen,Orzysz
Ernst Stern,1876,1954,M,DE,Bucharest,London
Heinrich Zille,1858,1929,M,DE,Radeburg,Berlin
Leopold Forstner,1878,1936,M,AT,Bad Leonfelden,Stockerau
Józef Mehoffer,1869,1946,M,PL,Ropczyce,Wadowice
Ferdinand Andri,1871,1956,M,AT,Waidhofen an der Ybbs,Vienna
Karl Müller,1862,1938,M,AT,Vienna,Vienna
Rudolf Jettmar,1869,1939,M,AT,Tarnów,Vienna
Maximilian Lenz,1860,1948,M,AT,Vienna,Vienna
Josef Engelhart,1864,1941,M,AT,Vienna,Vienna
Friedrich König,1857,1941,M,AT,Vienna,Vienna
Carlos Schwabe,1866,1926,M,CH,Altona,"Avon, Seine-et-Marne"
Julie Baum,1862,1912,F,DE,Elberfeld,Berlin
Wilhelm Gimmi,1886,1965,M,CH,Zurich,Chexbres
Vladimir Georgievich Bekhteev,1878,1971,M,RU,Moscow,Moscow
Hanns Bolz,1885,1918,M,DE,Aachen,Munich
Heinrich Ehmsen,1886,1964,M,DE,Kiel,Berlin
Elisabeth I. Epstein,1879,1956,F,RU,Zhitomir,Geneva
Ugo Giannattasio,1888,1958,M,IT,Rome,Turin
Franz Henseler,1883,1918,M,DE,Rosenheim,Haar
Josef Kölschbach,1892,1947,M,DE,Cologne,Rhöndorf
Nikolay Kulbin,1868,1917,M,RU,Helsingfors,Saint Petersburg
Carl Mense,1886,1965,M,DE,Rheine,Königswinter
Adriana Catharina van Rees-Dutilh,1876,1959,F,NL,Rotterdam,Utrecht
Paul Adolf Seehaus,1891,1919,M,DE,Bonn,Hamburg
Richard Seewald,1889,1976,M,DE,Choszczno,Munich
Jacques Ernst Sonderegger,1882,1956,M,CH,Thusis,Bern
Amadeo Cardoso,1887,1918,M,PT,Amarante,Espinho
Curt Störmer,1891,1976,M,DE,Hagen,Lubeck
Stanisław Stückgold,1868,1933,M,PL,Warsaw,Paris
Hans Thuar,1887,1945,M,DE,Lübben,Bad Langensalza
Gordon McCouch,1885,1956,M,US,Philadelphia,Locarno
Conrad Kikkert,1882,1965,M,NL,"Hague, The",Paris
Charles Robert Ashbee,1863,1942,M,GB,Isleworth,Sevenoaks
Maximilian Liebenwein,1869,1926,M,DE,Berlin,Berlin
Marianne Stokes,1855,1927,F,GB,Graz,London
Albert Besnard,1849,1934,M,FR,Paris,Paris
Ernst Stöhr,1865,1917,M,AT,Sankt Pölten,Sankt Pölten
Jef Leempoels,1867,1935,M,BE,Brussels,Ixelles
Johann Victor Krämer,1861,1949,M,AT,Adamov (Blansko District),Vienna
Eduard von Gebhardt,1838,1925,M,DE,Järva-Jaani,Düsseldorf
Hans Tichy,1861,1925,M,AT,Brno,Vienna
Josef Edgar Kleinert,1859,1949,M,AT,Vienna,Vienna
Richard Harlfinger,1873,1948,M,AT,Milan,Vienna
Léon Frédéric,1856,1940,M,BE,Brussels,Schaerbeek
Martin Feuerstein,1856,1931,M,FR,Barr,Munich
Hugo Huber,1852,1913,M,DE,Durbach,Munich
Josef Huber-Feldkirch,1858,1932,M,AT,Feldkirch,Neuburg am Inn
Valentin Kraus,1873,1941,M,DE,Mühlhausen (Estenfeld),Würzburg
Alfons Siber,1860,1919,M,AT,Schwaz,Hall in Tirol
Wilhelm Köppen,1876,1917,M,DE,Munich,Stuttgart
Leo Samberger,1861,1949,M,DE,Ingolstadt,Munich
Matthäus Schiestl,1869,1939,M,DE,Gnigl,Munich
Waldemar Kolmsperger,1881,1954,M,DE,Munich,Munich
Theodor Rauecker,1854,1940,M,DE,Munich,Munich
Balthasar Schmidt,1858,1942,M,DE,Aschach,Munich
Josef Guntermann,1856,1932,M,DE,Assinghausen,Munich
Gebhard Fugel,1863,1939,M,DE,Ravensburg,Munich
Anton Pruska,1846,1930,M,DE,Goldbrunn,Munich
Richard Berndl,1875,1955,M,DE,Munich,Munich
Eduard Zimmermann,1872,1949,M,CH,Stans,Zollikon
Ludwig Glötzle,1847,1929,M,DE,Immenstadt,Munich
Max Heilmaier,1869,1923,M,DE,Isen,Munich
August Pacher,1863,1926,M,DE,Munich,Munich
Kaspar Schleibner,1863,1931,M,DE,Hallstadt,Munich
Carl Marr,1858,1936,M,US,Milwaukee,Munich
Josef Flossmann,1862,1914,M,DE,Munich,Munich
Maximilian Dasio,1865,1954,M,DE,Munich,Oberammergau
Georg Busch,1862,1943,M,DE,Hanau,Munich
Heinrich Waderé,1865,1950,M,DE,Colmar,Munich
Carl Ederer,1875,1951,M,AT,Vienna,Dusseldorf
Georg Nicolai Achen,1860,1912,M,DK,Frederikssund,Fredericksberg
Otto Bauriedl,1879,1961,M,DE,Munich,Munich
Carl Johann Becker-Gundahl,1856,1925,M,DE,Ballweiler,Munich
Jacques-Emile Blanche,1861,1942,M,FR,Auteuil,Paris
Felix Bürgers,1870,1934,M,DK,Cologne,Dachau
Fritz Burger,1867,1927,M,DE,Munich,Lindau
George Clausen,1852,1944,M,GB,London,Newbury
Charles Cottet,1863,1925,M,FR,Le Puy,Paris
Paul Eduard Crodel,1862,1928,M,DE,Cottbus,Dietramszell
Eugene Dekkert,1865,1956,M,DE,Stettin,Garmisch-Partenkirchen
Ludwig Dettmann,1865,1944,M,DE,Adelby,Berlin
Julius Diez,1870,1954,M,DE,Nuremberg,Munich
Hermann Eichfeld,1845,1917,M,DE,Karlsruhe,Mannheim
Theodor Esser,1868,1937,M,DE,Bonn,Karlsruhe
Max Esterle,1870,1947,M,DE,Cortina d'Ampezzo,Bezau
Otto Fischer,1870,1947,M,DE,Leipzig,Dresden
August Fricke,1875,1948,M,DE,Wattenscheid,Bremen
Antonio de la Gandara,1861,1917,M,FR,Paris,Paris
Walter Georgi,1871,1924,M,DE,Leipzig,Utting
Gerassim Semenovich Golovkov,1863,1909,M,RU,Odessa,Berlin
Oscar Graf,1873,1958,M,DE,Freiburg im Breisgau,Bad Boll
Hermann Groeber,1865,1935,M,DE,"Wartenberg, Bavaria",Munich
Oda Hardt,1880,1965,F,DE,Ostróda,Berlin
Thomas Alexander Harrison,1853,1930,M,US,Philadelphia,Paris
Emanuel Hegenbarth,1868,1923,M,DE,Česká Kamenice,Dresden
Adolf Hengeler,1863,1927,M,DE,Kempten,Munich
Paul Höcker,1854,1910,M,DE,Długopole Górne,Munich
Gerard Jacobs,1865,1958,M,BE,Antwerp,Flushing
Angelo Jank,1868,1940,M,DE,Munich,Munich
Julius Paul Junghanns,1876,1958,M,DE,Vienna,Dusseldorf
Richard Kaiser,1868,1941,M,DE,Magdeburg,Munich
Paul Wilhelm Keller-Reutlingen,1854,1920,M,DE,Reutlingen,Munich
Heinrich Knirr,1862,1944,M,DE,Pančevo,Staudach-Egerndach
Albert Lamm,1873,1939,M,DE,Berlin,Berlin
John Lavery,1856,1941,M,IE,Belfast,Kilkenny
Wilhelm Ludwig Lehmann,1861,1932,M,CH,Zurich,Zurich
Friedrich Lissmann,1880,1915,M,DE,Bremen,Ypres
Carl Theodor Meyer-Basel,1860,1932,M,CH,Basel,Sankt Gallen
Henry Muhrmann,1854,1916,M,US,Cincinnati,Meissen
Paul Neuenborn,1866,1913,M,DE,Stolberg (Rhineland),Munich
August L. M. Neven du Mont,1868,1909,M,FR,Cologne,Bexhill-on-Sea
Joseph Oppenheimer,1876,1966,M,DE,Würzburg,Montreal
James Paterson,1854,1932,M,GB,Glasgow,Edinburgh
Karl Johann Nikolaus Piepho,1869,1920,M,DE,Frankfurt am Main,Munich
Bertram Priestman,1868,1951,M,GB,Bradford,Woodbridge
Adolf Robbi,1868,1922,M,CH,Ilanz,Munich
Carl Hans Schrader-Velgen,1876,1945,M,DE,Hanover,Hanover
Rudolf Schramm-Zittau,1874,1929,M,DE,Zittau,Ehrwald
Nelly von Seidlitz-Eichler,1870,1947,F,DE,Saint Petersburg,Irschenhausen
Julius Seyler,1873,1958,M,DE,Munich,Munich
Franz Skarbina,1849,1910,M,DE,Berlin,Berlin
Christian Speyer,1855,1929,M,DE,Vorbachzimmern,Stuttgart
Frigyes Strobentz,1856,1929,M,HU,Budapest,Munich
Willem Bastiaan Tholen,1860,1931,M,NL,Amsterdam,"Hague, The"
Adolf Thomann,1874,1961,M,CH,Zurich,Zollikon
Charles Vetter,1858,1941,M,DE,Schkopau,Munich
Carl Vinnen,1863,1922,M,DE,Bremen,Munich
Walter Waentig,1881,1962,M,DE,Zittau,Gaienhofen
Albert Weisgerber,1878,1915,M,DE,Sankt Ingbert,Fromelles
Richard Winternitz,1861,1929,M,DE,Stuttgart,Munich
Alfred Withers,1856,1932,M,GB,London,London
Eugen Wolff,1873,1937,M,DE,Uhingen,Munich
José Mariá Sert y Badiá,1874,1945,M,ES,Barcelona,Barcelona
Gaston de Latouche,1854,1913,M,FR,Saint-Cloud,Paris
René Stengel,1879,1926,M,AT,Hallstatt,Kaltenleutgeben
Carl Schmoll von Eisenwerth,1879,1947,M,DE,Vienna,Braunau am Inn
Adolf Zdrazila,1868,1942,M,CZ,Poruba,Opava
Marie Magyar,1854,1942,F,AT,Vienna,Vienna
Władisław Slewiński,1856,1918,M,PL,Nowy Białynin,Paris
Josef Müllner,1879,1968,M,AT,Baden bei Wien,Vienna
Leopold Bauer,1872,1938,M,AT,Jägerndorf,Vienna
Leopold Stolba,1863,1929,M,AT,Gaudenzdorf,Vienna
Ivan Meštrović,1883,1962,M,HR,Vrpolje,South Bend
Alfonso Canciani,1863,1955,M,IT,Cormons,Trieste
Ludwig Heinrich Jungnickel,1881,1965,M,DE,Wunsiedel,Vienna
Wunibald Deininger,1879,1963,M,AT,Vienna,Salzburg
Stephan Filipkiewicz,1879,1944,M,PL,Tarnów,Mauthausen
Anton Nowak,1865,1932,M,AT,Maribor,Vienna
Ludwig Vacatko,1873,1956,M,AT,Vienna,Prague
Oswald Roux,1880,1961,M,AT,Vienna,Vienna
Julian Falat,1853,1929,M,PL,Tuligłowy,Bystrzyca Kłodzka
Franz Jaschke,1862,1910,M,AT,Vienna,Vienna
Stanisław Podgórski,1882,1964,M,PL,Kalush,Wiśnicz Nowy
Claudi Castelucho Diana,1870,1927,M,ES,Barcelona,Paris
Ferdinand Kruis,1869,1944,M,AT,Písek,Innsbruck
Alfred Offner,1879,1947,M,AT,Chernivtsi,Poběžovice
Samuel Hirschenberg,1865,1908,M,PL,Łódź,Jerusalem
Józef Krasnowolski,1879,1939,M,PL,Kwidzyń,Cracow
Franz Gelbenegger,1875,1933,M,AT,Vienna,Vienna
Oleksa Novakivs'ky,1872,1935,M,UA,Vinnytsia,Lviv
Franz Hohenberger,1867,1941,M,AT,Vienna,Vienna
Ludwig Rösch,1865,1940,M,AT,Vienna,Vienna
Friedrich Ahlers-Hestermann,1883,1973,M,DE,Hamburg,Berlin
Helene Albiker,1878,1952,F,DE,Prague,Ettlingen
Heinrich Altherr,1878,1947,M,CH,Basel,Zurich
Heinrich Baden,1887,1954,M,DE,Bremen,Sankt Magnus
Ludwig Bartning,1876,1956,M,DE,Hamburg,Berlin
Josef Bató,1888,1966,M,HU,Budapest,London
Heinrich Beecke,1877,1954,M,DE,Strasburg,Strasburg
Frank Louis Behrens,1883,1945,M,CH,Biel,Biel
Charlotte Corinth,1880,1967,F,DE,Berlin,New York
Rüdiger Berlit,1883,1939,M,DE,Leipzig,Leipzig
Benno Berneis,1883,1916,M,DE,Fürth,France
Otto Beyer,1885,1962,M,DE,Kattowitz,Berlin
Hermann Billing,1867,1946,M,DE,Karlsruhe,Karlsruhe
Richard Birnstengel,1881,1968,M,DE,Dresden,Dresden
Emil Bizer,1881,1957,M,DE,Pforzheim,Badenweiler
Robert Boninger,1869,1935,M,DE,London,Dusseldorf
Georg Brandes,1878,1961,M,DE,Hanover,Berlin
Hans Brasch,1882,1973,M,DE,Karlsruhe,Murrhardt
Erich Buchwald-Zinnwald,1884,1972,M,DE,Dresden,Krefeld
Erich Büttner,1889,1936,M,DE,Berlin,Freiburg im Breisgau
Karl Caspar,1879,1956,M,DE,Friedrichshafen,Brannenburg
Maria Caspar-Filser,1878,1968,F,DE,Riedlingen,Brannenburg
Johann Vincenz Cissarz,1873,1942,M,DE,Gdańsk,Frankfurt am Main
Max Clarenbach,1880,1952,M,DE,Neuss,Cologne
Wilhelm Claus,1882,1914,M,PL,Breslau,Paris
August Deusser,1870,1942,M,DE,Cologne,Konstanz
Ernst Richard Dietze,1880,1961,M,DE,Obermeisa,Waging am See
Karl Dillinger,1882,1941,M,DE,Karviná,Dirmstein
Hans Dornbach,1885,1952,M,DE,Dusseldorf,Lippstadt
Ferdinand Dorsch,1875,1938,M,DE,Pécs,Dresden
Richard Dreher,1875,1932,M,DE,Dresden,Pillnitz
Hermann Ebers,1881,1955,M,DE,Leipzig,Weilheim
Josef Eberz,1880,1942,M,DE,Limburg an der Lahn,Munich
Pauline Eigner-Püttner,1872,1960,F,DE,Schwandorf in Bayern,Maxlrain
Friedrich Fehr,1862,1927,M,DE,Werneck,Polling bei Weilheim
Eugen Feiks,1878,1939,M,HU,Kaposvár,Budapest
Carl Friedrich Felber,1880,1932,M,CH,Wädenswil,Dachau
Helene Funke,1869,1957,F,DE,Chemnitz,Vienna
Ludwig Wieden,1869,1947,M,AT,Květná,Gmunden
Eugenie Breithut-Munk,1867,1915,F,AT,Vienna,Vienna
Adolf Izrailovich Milman,1888,1930,M,RU,Chişinău,Paris
Oskar Gawell,1888,1955,M,PL,Poznań,Vienna
August Gebhard,1880,1945,M,DE,Geberschweier,Königsbach-Stein
Alexander Gerbig,1878,1948,M,DE,Suhl,Suhl
Emil Von Gerliczy,1871,1924,M,DE,Ljubljana,Zurich
Hermann Goebel,1885,1945,M,DE,Dormagen,Dobel
Hans Gott,1883,1974,M,DE,Munich,Munich
Julius Graumann,1878,1944,M,DE,Fürth,Auschwitz
Vasily Rozhdestvensky,1884,1963,M,RU,Tula,Moscow
Arthur Grimm,1883,1948,M,DE,Mudau,Mudau
Oskar H. Hagemann,1888,1984,M,DE,Bohemia,Karlsruhe
Eugen Hamm,1885,1930,M,DE,Apolda,Berlin
Carl Christoph Hartig,1888,1975,M,DE,Davos,Dusseldorf
Bernhard Hasler,1884,1945,M,DE,Strachocin,Bad Oldesloe
Albert Haueisen,1872,1954,M,DE,Stuttgart,Kandel
Franz Heckendorf,1888,1962,M,DE,Berlin,Munich
Hans von Heider,1867,1952,M,DE,Munich,Ulm
Ernst Heilemann,1870,1936,M,DE,Berlin,Kitchener
August Heitmüller,1873,1935,M,DE,Gümmer,Merano
Alfred-Hermann Helberger,1871,1946,M,DE,Eberstadt,Berlin
Rudolf Hellwag,1867,1942,M,AT,Innsbruck,Berlin
Adolf Edward Herstein,1869,1932,M,PL,Warsaw,Berlin
Ferdinand Herwig,1884,1959,M,DE,Hamburg,Stuttgart
Heinrich Heuser,1887,1967,M,DE,Stralsund,Berlin
Heinrich Heyne,1869,1943,M,DE,Oława,Munich
Adolf Hildenbrand,1881,1944,M,DE,Löffingen,Pforzheim
Wil Howard,1879,1945,M,DE,Leipzig,Mittenwald
W. Franz Jäger,1861,1928,M,CZ,Frýdlant,Raspenava
Arthur Illies,1870,1952,M,DE,Hamburg,Lüneburg
Ernst Isselmann,1885,1916,M,DE,Rees,Rees
Gustav Kampmann,1859,1917,M,DE,Boppard am Rhein,Bad Godesberg
Friedrich von Keller,1840,1914,M,DE,Neckarweihingen,Ludwigsburg
Hans Keller,1884,1983,M,CH,Zurich,Paris
Walther Klemm,1883,1957,M,DE,Karlovy Vary,Weimar
Michel Koch,1853,1927,M,DE,Edingen-Neckarhausen,Mannheim
Peter Koch,1874,1956,M,DE,Deidesheim,Gimmeldingen
Max Kowarzik,1875,1918,M,DE,Berlin,Froyennes
Hugo Krayn,1885,1919,M,DE,Berlin,Berlin
Erna Krüger,1883,1973,F,DE,Wittenberg,Osterode am Harz
"Josef, II Kühn",1872,1933,M,DE,Mannheim,Munich
Antonina Sofronova,1892,1966,F,RU,Droskovo,Moscow
Erich Kuithan,1875,1917,M,DE,Bielefeld,Jena
Wilhelm Laage,1868,1930,M,DE,Stellingen,Reutlingen
Georg Lebrecht,1875,1945,M,DE,Świdnica,Berlin
Fritz Lederer,1878,1949,M,CZ,Kynšperk nad Ohři,Cheb
Wilhelm Legler,1875,1951,M,AT,Pazin,Angern
Ewald Manz,1886,1960,M,DE,Hanover,Halle
Hans Meid,1883,1957,M,DE,Pforzheim,Ludwigsburg
Wolfgang Merkel,1883,1918,M,DE,Rostock,Solve le Chateau
Friedrich Missfeldt,1874,1969,M,DE,Kiel,Schleswig
Otto Modersohn,1865,1943,M,DE,Soest,Fischerhude
Otto Moller,1883,1964,M,DE,Schmiedefeld (Lichtetal),Berlin
Hans Nadler,1879,1958,M,DE,Elsterwerda,Gröden (Brandenburg)
Paul Neresheimer,1885,1933,M,NL,Amsterdam,Munich
Max Neumann,1885,1973,M,DE,Königsberg,Berlin
Franz Nölken,1884,1918,M,DE,Hamburg,La Capelle
Ernst Benedikt Noether,1864,1939,M,DE,Mannheim,Mannheim
Paul Oberhoff,1884,1960,M,DE,Iserlohn,Dresden
Ernst Odefey,1882,1964,M,DE,Hamburg,Hamburg
Emil Orlik,1870,1932,M,CZ,Prague,Berlin
Heinrich Otto,1858,1923,M,DE,Wernswig,Dusseldorf
Alfred Partikel,1888,1946,M,DE,Gołdap,Ahrenshoop
Paul Paeschke,1875,1943,M,DE,Berlin,Berlin
Georg Poppe,1883,1963,M,DE,"Wartha (Niederschlesien, Region)",Frankfurt am Main
Max Pretzfelder,1888,1950,M,DE,Nuremberg,Los Angeles
Fritz Rentsch,1867,1946,M,DE,Dresden,Naumburg
Heinrich Richter-Berlin,1884,1981,M,DE,Berlin,Berlin
Paul Rößler,1873,1957,M,DE,Leipzig,Heidelberg
Georg Walter Rossner,1885,1972,M,DE,Leipzig,Gundelsby
Edwin Scharff,1887,1955,M,DE,Neu-Ulm,Hamburg
Rudolph Scheffler,1884,1973,M,DE,Zwickau,Old Lyme
Fritz Scherer,1877,1929,M,DE,Freiburg im Breisgau,Munich
Theodor Schindler,1870,1950,M,DE,Malsch,Malsch
Adolf Schinnerer,1876,1949,M,DE,Schwarzenbach an der Saale,Haimhausen
Paul von Schlippenbach,1869,1933,M,DE,Olaine,Berlin
Hermann Schlittgen,1859,1930,M,DE,Roitzsch,Wasserburg am Inn
Alfred Schmidt,1867,1956,M,DE,Dresden,Munich
Wilhelm Schmurr,1878,1959,M,DE,Hagen,Dusseldorf
Wilhelm Schocken,1874,1958,M,DE,Pleszew,Tel Aviv-Jaffa
Martha Schrag,1870,1957,F,DE,Borna,Chemnitz
Karl Schwalbach,1885,1983,M,DE,Mainz,Munich
Rudolf Sieck,1877,1957,M,DE,Rosenheim,Prien am Chiemsee
Rudolf Siegmund,1881,1973,M,DE,Bürgel,Idstein
Alexander Leo Soldenhoff,1882,1951,M,CH,Geneva,Zurich
William Straube,1871,1954,M,DE,Berlin,Neufrach
Hans Sutter,1887,1916,M,DE,Mainz,"Maurepas, Somme"
Max Thedy,1858,1924,M,DE,Munich,Polling bei Weilheim
Heinrich Uhl,1882,1915,M,DE,Altenteich,Russia
Hans Unger,1872,1936,M,DE,Bautzen,Dresden
Giuseppe Sacheri,1863,1950,M,IT,Genoa,Pianfei
Julien-Gustave Gagliardini,1846,1927,M,FR,Mulhouse,Paris
Julius Rolshoven,1858,1930,M,US,Detroit,New York
Carlotta Sacchetti,1862,1934,F,IT,Pavia,Milan
Luigi Rosa,1850,1919,M,IT,Venice,Rome
Luigi Serralunga,1880,1940,M,IT,Turin,Turin
Giorgio Lucchesi,1855,1941,M,IT,Lucca,Lucca
Paul Vahrenhorst,1880,1951,M,DE,Kuldīga,Maising
Hans Völcker,1865,1944,M,DE,Pyrzyce,Wiesbaden
Erwin Vollmer,1884,1973,M,DE,Berlin,Rehlingen
Evarist Adam Weber,1887,1968,M,DE,Aachen,Dießen am Ammersee
Kurt Witte,1882,1959,M,DE,Schlüsselburg,Hanover
Karl Wohlrab,1873,1959,M,DE,Leipzig,Lugano
Sophie Wolff,1845,1944,F,DE,Berlin,Berlin
Walter Zeising,1876,1933,M,DE,Leipzig,Dresden
Charles Fayod,1857,1932,M,CH,Bex,Lausanne
Giovanni Battista Carpanetto,1863,1928,M,IT,Turin,Turin
Giuseppe Boschetto,1841,1918,M,IT,Naples,Naples
Giuseppe Mazzei,1867,1944,M,IT,Portoferraio,Rijeka
Vincenzo Irolli,1860,1945,M,IT,Naples,Naples
Luigi Bocca,1872,1930,M,IT,Vigevano,Vigevano
Ferdinando-Giuseppe Piana,1864,1956,M,IT,Ceriana,Bordighera
Giannino Castiglioni,1884,1971,M,IT,Milan,Lierna
Napoleone Gradi,1860,1949,M,IT,Santa Cristina e Bissone,Brusimpiano
Roberto Fontana,1844,1907,M,IT,Milan,Milan
Carlo Vittori,1881,1943,M,IT,Cremona,Cremona
Giuseppe Omio,1881,1918,M,IT,Lovere,Milan
Rudolf Möller,1881,1967,M,DE,Schmiedefeld (Lichtetal),Lörrach
Salvatore Marchesi,1852,1926,M,IT,Parma,Parma
Federico Maragliano,1873,1952,M,IT,Genoa,Genoa
Alfred Smith,1853,1942,M,FR,Bordeaux,Bordeaux
Filadelfo Simi,1849,1923,M,IT,Stazzema,Florence
Raffaele Armenise,1852,1925,M,IT,Bari,Milan
Oreste Da Moli,1856,1921,F,IT,Piove di Sacco,Piove di Sacco
Luigi de Servi,1863,1945,M,IT,Lucca,Lucca
Ottmar Begas,1878,1931,M,DE,Rome,Naples
Franz Theodor Aerni,1853,1918,M,CH,Aarburg,Aarburg
Emilio Mazzoni Zarini,1869,1949,M,IT,Florence,Florence
Carlo Arpini,1866,1922,M,IT,Ancona,Monza
Antonio Barzaghi-Cattaneo,1834,1922,M,CH,Lugano,Lugano
